Name,DOB,SSN,Zip,Workclass,Education,Education-Num,Marital Status,Occupation,Relationship,Race,Sex,Hours per week,Country,Target,Age,Capital Gain,Capital Loss
Gwyneth Anetts,8/5/1961,435-94-6419,15607,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,62,0,0
Anitra Lade,7/10/1972,810-71-9169,49825,,HS-grad,9,Never-married,,Not-in-family,Black,Female,40,United-States,<=50K,51,0,0
Bridget Jeanenet,12/27/1965,203-26-5119,42487,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K,58,0,0
Bo Hustler,6/11/1987,582-42-7991,39060,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,50,United-States,<=50K,36,0,1669
Roi Wafer,9/3/1966,284-58-8531,99967,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,>50K,57,0,0
Batsheva Wadham,7/4/1971,313-88-5994,56392,Private,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,35,United-States,<=50K,52,1424,0
Rees Coye,6/7/2009,275-66-6813,90174,Private,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,14,0,0
Benni Van der Spohr,12/26/1998,850-32-6298,79092,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K,25,0,0
Edi Collete,4/2/1951,136-15-9613,31520,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,16,United-States,>50K,72,0,0
Leonidas Merington,7/29/1955,262-81-6133,37542,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,>50K,68,0,0
Corny Stanesby,11/16/1990,641-01-2966,11676,Private,Some-college,10,Never-married,Other-service,Own-child,Black,Male,40,,<=50K,33,0,0
Jillayne Pedroni,3/10/1969,313-73-3400,37619,Private,11th,7,Never-married,Other-service,Other-relative,Black,Male,15,United-States,<=50K,54,0,0
Scarlett Liquorish,8/24/1992,759-50-4705,3569,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,>50K,31,0,0
Astra Gerrans,7/7/1987,176-73-8123,33451,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,50,United-States,<=50K,36,0,0
Arri Hothersall,11/17/1952,860-97-3153,80006,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K,71,5013,0
Antoni Umpleby,2/21/1993,849-05-8355,19543,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,<=50K,30,0,0
Kerk Gaydon,1/12/1953,788-42-2819,92530,Private,Bachelors,13,Never-married,Prof-specialty,Unmarried,White,Female,36,United-States,<=50K,70,0,0
Maible Shorrock,12/12/1962,824-53-9923,45484,Private,Prof-school,15,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Mexico,>50K,61,5178,0
Luelle O Sullivan,9/25/2010,833-03-2465,64209,Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,52,United-States,<=50K,13,0,625
Gregory Killelay,11/12/1952,497-74-6876,12933,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K,71,0,0
Phillie Middlemass,3/30/1966,156-94-4233,45841,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,57,0,0
Marion Burtonwood,3/28/1995,884-47-5614,27755,Self-emp-not-inc,Some-college,10,Divorced,Adm-clerical,Own-child,White,Male,40,United-States,<=50K,28,0,0
Nathaniel Wortman,5/2/2002,460-25-9690,6406,Local-gov,Masters,14,Never-married,Protective-serv,Not-in-family,White,Male,40,United-States,<=50K,21,0,0
Aurlie Inns,3/28/1989,665-37-8479,27401,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,<=50K,34,0,0
Heddi Pressland,5/20/1996,317-99-5393,84538,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,20,United-States,<=50K,27,0,0
Thedrick Wastie,3/8/1961,450-54-4112,66635,Private,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,38,United-States,<=50K,62,0,0
Nils Robinett,8/24/1979,347-20-6090,91104,Private,9th,5,Divorced,Craft-repair,Unmarried,White,Female,40,Cuba,<=50K,44,0,0
Eddi Matusevich,5/27/1971,606-29-1786,41613,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K,52,0,0
Mollee Mullally,1/2/2012,579-34-9779,69982,Private,Some-college,10,Never-married,Tech-support,Not-in-family,White,Male,40,United-States,>50K,11,0,0
Nanine Ren,1/4/1959,637-70-1160,49907,Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,45,United-States,<=50K,64,0,0
Brietta Ramberg,4/21/1953,843-51-4897,17297,Self-emp-not-inc,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,>50K,70,0,0
Dede Siemianowicz,11/5/1968,651-36-4694,78050,,Some-college,10,Never-married,,Own-child,White,Female,25,United-States,<=50K,55,0,0
Aloise Goold,1/30/2009,585-69-2369,94232,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,>50K,14,0,0
Roobbie Kuna,6/13/1998,895-07-2875,93892,Local-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,>50K,25,0,0
Louie Mapother,1/19/1970,267-70-2331,37319,Private,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,40,United-States,<=50K,53,0,0
Philbert Ruddlesden,5/31/1996,442-66-1316,32156,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,35,United-States,<=50K,27,0,0
Erich Ludlam,11/23/1980,573-57-7878,73144,Federal-gov,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,36,United-States,<=50K,43,0,0
Billi Magrannell,2/15/1956,232-17-1639,83670,Self-emp-not-inc,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,65,United-States,<=50K,67,0,0
Luce Gaiger,2/28/2004,746-52-6241,24304,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K,19,15024,0
Urbanus Culy,1/17/1987,335-44-3888,84374,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,20,United-States,<=50K,36,0,0
Freeman Daber,5/27/1979,460-51-7833,27712,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,55,United-States,<=50K,44,0,0
Trisha Doorey,10/5/2010,715-42-6283,91915,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Male,40,United-States,<=50K,13,0,0
Katalin Guenther,7/14/1969,149-28-8555,91797,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K,54,0,0
Myrna Oldroyde,4/22/1965,513-19-1506,50469,Private,10th,6,Never-married,Other-service,Own-child,White,Male,24,United-States,<=50K,58,0,0
Osmund Gohier,11/16/1984,833-48-6590,76599,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,Black,Female,40,United-States,<=50K,39,0,0
Britta Voules,4/5/1967,678-22-2143,82556,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,>50K,56,0,0
Ainslee Leglise,3/24/2000,387-57-7667,32942,,HS-grad,9,Divorced,,Unmarried,White,Female,28,United-States,<=50K,23,0,0
Marcelo Trasler,10/4/1996,678-54-3991,64770,Private,10th,6,Never-married,Farming-fishing,Not-in-family,White,Male,44,,<=50K,27,0,0
Harmony Livsey,4/5/1987,735-19-6200,19551,Private,12th,8,Married-civ-spouse,Transport-moving,Husband,White,Male,40,Cuba,<=50K,36,0,0
Paulina Farryan,2/26/1993,178-12-5432,63289,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,25,United-States,<=50K,30,0,0
Saul Druett,7/20/2008,503-07-7234,55607,Private,HS-grad,9,Never-married,Other-service,Other-relative,Black,Male,36,United-States,<=50K,15,0,0
Jody Scyner,4/22/1973,668-70-0699,96864,State-gov,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,50,0,0
Vikki Verheyden,9/25/1963,588-81-2495,51149,Self-emp-not-inc,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,20,United-States,<=50K,60,0,0
Marice Grunson,7/21/1974,229-23-7462,52002,Self-emp-inc,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,49,0,0
Parrnell Westwater,8/10/1962,734-32-5334,22364,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,61,0,0
Arlette Connue,10/22/1960,577-28-4141,23137,Private,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,>50K,63,0,0
Rem Olney,10/13/1993,875-83-3361,18396,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,United-States,<=50K,30,0,0
Nadean Durnan,3/30/1961,495-47-0525,6322,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,35,United-States,<=50K,62,0,0
Quill Benterman,3/11/1965,212-35-6489,7394,Local-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,>50K,58,0,1902
Filia Jori,11/4/1978,820-04-8882,64047,Local-gov,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,35,United-States,<=50K,45,0,0
Roanna Taunton.,8/24/1980,873-08-1643,32176,Private,Some-college,10,Separated,Sales,Not-in-family,White,Female,40,United-States,<=50K,43,0,0
Leann Bonifant,3/28/2005,779-30-0653,61914,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Female,16,United-States,<=50K,18,0,0
Meggie Ughini,4/30/2009,342-65-2724,50938,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,43,United-States,<=50K,14,0,0
Kincaid Cardo,5/20/1988,356-72-7845,59500,Self-emp-not-inc,HS-grad,9,Never-married,Sales,Unmarried,Black,Female,42,United-States,<=50K,35,0,0
Jemmy Aimer,1/25/2001,720-68-7193,18297,Private,Bachelors,13,Never-married,Sales,Own-child,White,Female,40,United-States,<=50K,22,0,0
Arel Hatwell,2/21/1966,623-51-5529,25052,Local-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,57,0,0
Harman Bosenworth,1/29/1970,806-63-2219,12974,Private,Some-college,10,Never-married,Sales,Not-in-family,Black,Male,40,Jamaica,<=50K,53,0,0
Joella Janko,8/17/2007,503-15-6865,55148,Private,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,44,United-States,>50K,16,0,1977
Clotilda Starford,11/9/1973,206-21-0453,58244,Private,12th,8,Divorced,Sales,Not-in-family,White,Female,40,United-States,<=50K,50,0,0
Bettina Baniard,6/9/1956,334-98-4779,92347,Private,Assoc-voc,11,Never-married,Sales,Unmarried,White,Female,60,United-States,<=50K,67,0,0
Deborah Costain,8/9/1957,373-09-3920,15933,,11th,7,Never-married,,Not-in-family,Other,Female,20,United-States,<=50K,66,0,0
Rosabelle Piller,12/14/1961,522-74-3121,3336,Self-emp-not-inc,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,16,United-States,<=50K,62,3273,0
Nikos Bruhnsen,12/4/1994,310-63-5296,58763,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,50,United-States,<=50K,29,0,0
Liam Ivashnikov,1/15/1988,711-31-4031,59325,Local-gov,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,50,United-States,<=50K,35,0,0
Desiri Casarino,9/4/1991,574-40-0781,19002,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,Black,Male,40,United-States,>50K,32,10520,0
Fleurette Klehyn,1/12/1979,435-97-3925,53090,Self-emp-inc,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,60,United-States,<=50K,44,0,0
Leslie Dries,3/21/1971,616-46-3336,58574,Self-emp-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,>50K,52,15024,0
Kelwin Lauder,2/17/1962,799-20-1996,10511,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,32,United-States,<=50K,61,0,0
Angeli August,10/14/2009,336-95-0761,57738,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,38,United-States,<=50K,14,0,0
Costanza Plet,11/18/1959,656-03-9241,92469,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,<=50K,64,0,0
Krystalle Dally,8/13/1959,343-75-2549,1019,Private,Some-college,10,Divorced,Other-service,Unmarried,White,Female,40,United-States,<=50K,64,0,0
Brigit Grigoriscu,10/24/2010,612-81-8255,15321,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K,13,0,0
Kalila Pragnell,7/24/1984,172-55-7485,17735,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,39,0,0
Timi Brikner,3/23/1954,782-04-6299,75603,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,>50K,69,0,0
Conny Lordon,2/29/1960,691-99-8487,49847,Private,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Female,40,United-States,<=50K,63,0,0
Nicol Veryard,5/21/1953,282-39-9772,46701,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Mexico,<=50K,70,0,0
Graig Synnott,2/6/1983,824-61-7762,12023,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,52,United-States,<=50K,40,0,0
Iosep Lavis,9/29/2000,603-91-0783,10775,,HS-grad,9,Never-married,,Own-child,White,Female,12,United-States,<=50K,23,1055,0
Jillane Giroldi,12/3/1951,318-43-3041,63388,,7th-8th,4,Never-married,,Not-in-family,White,Male,40,Mexico,<=50K,72,0,0
Tamqrah Sallinger,11/3/2001,225-43-4727,71716,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,>50K,22,0,2377
Laureen Lettsom,2/22/1989,731-65-6743,84046,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,34,0,1902
Pamela Dreghorn,5/31/1976,898-67-6311,58118,Private,11th,7,Never-married,Other-service,Own-child,White,Female,20,United-States,<=50K,47,0,0
Clea Byrne,9/9/2002,733-96-5189,69311,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,21,7688,0
Chevy Buckbee,9/10/2005,743-36-5630,69685,Self-emp-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Black,Male,99,United-States,>50K,18,0,0
Roland Pottie,4/17/1974,330-91-3812,64066,,Bachelors,13,Never-married,,Not-in-family,Asian-Pac-Islander,Male,25,,<=50K,49,0,0
Shelton Tallon,4/13/2003,656-85-8364,15641,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,20,0,0
Drona Procter,1/30/1987,449-37-6872,37576,Private,Some-college,10,Married-spouse-absent,Transport-moving,Unmarried,White,Male,50,United-States,<=50K,36,0,0
Mona Enric,6/13/1967,337-46-3250,6928,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K,56,0,0
Dee dee Hodinton,11/5/2007,767-25-9551,53809,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,>50K,16,0,1887
Moshe Boyson,4/19/1969,466-02-2847,24558,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,65,United-States,>50K,54,0,0
Sheffy Mora,3/31/1951,431-16-4450,5163,Self-emp-not-inc,HS-grad,9,Never-married,Other-service,Other-relative,White,Male,32,United-States,<=50K,72,0,0
Theodoric Mateo,1/3/1961,658-73-8606,26900,Private,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,62,0,0
Erwin Dulieu,6/15/1969,648-45-3701,83998,Private,HS-grad,9,Divorced,Sales,Unmarried,White,Female,35,United-States,<=50K,54,0,0
Keriann Shobrook,7/29/1990,519-18-8450,91310,,Some-college,10,Widowed,,Not-in-family,White,Female,12,United-States,<=50K,33,0,0
Tammie Willcot,4/22/2002,143-19-2870,9303,Local-gov,Some-college,10,Never-married,Exec-managerial,Own-child,Amer-Indian-Eskimo,Female,32,United-States,<=50K,21,0,0
Gaye Doeg,3/19/1959,848-91-5117,42873,Private,Some-college,10,Never-married,Tech-support,Not-in-family,White,Male,48,United-States,<=50K,64,0,0
Charmian Hefferon,8/29/1968,450-99-2775,48778,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,30,United-States,<=50K,55,0,0
Xylia Aucoate,2/4/2008,483-99-6348,51786,,Preschool,1,Widowed,,Not-in-family,White,Female,20,El-Salvador,<=50K,15,0,0
Ugo Geldard,2/4/1982,854-16-1771,20649,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Wife,White,Female,40,United-States,<=50K,41,22040,0
Laurie Snoday,1/4/1967,205-73-7883,40688,,HS-grad,9,Married-civ-spouse,,Wife,White,Female,40,United-States,>50K,56,7688,0
Ervin Duchateau,12/4/1968,299-18-9336,87024,Self-emp-inc,Assoc-voc,11,Married-civ-spouse,Other-service,Wife,White,Female,36,United-States,>50K,55,0,0
Lorene Leppard,6/21/1990,386-41-7426,7107,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,20,United-States,<=50K,33,0,0
Quentin Chappell,2/17/1979,211-04-2939,32688,,HS-grad,9,Never-married,,Own-child,White,Male,40,United-States,<=50K,44,0,0
Llywellyn Haithwaite,7/10/1994,870-01-8698,34245,Local-gov,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,35,United-States,<=50K,29,0,0
Orelie Barmadier,5/26/1981,582-63-8638,5401,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,48,United-States,>50K,42,0,0
Elmira Truin,5/31/1982,323-99-9997,97882,Private,11th,7,Divorced,Other-service,Not-in-family,White,Female,37,United-States,<=50K,41,0,0
Xylina Heinicke,4/26/1982,480-64-4944,66563,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,45,United-States,<=50K,41,0,0
Patten Sales,3/7/1990,177-10-6820,11382,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,25,United-States,>50K,33,0,2392
Germayne Faichney,10/15/1968,112-27-1922,47997,Private,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,55,0,0
Massimiliano Houseman,7/14/2012,149-26-6102,6067,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,11,0,0
Mariellen Crookes,11/30/2010,430-80-2260,31894,Private,10th,6,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Female,20,United-States,<=50K,13,1055,0
Bettine Babe,8/10/1979,142-01-6874,10406,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,16,Canada,<=50K,44,0,0
Armando Mufford,8/14/1986,261-12-9482,6935,Self-emp-not-inc,Some-college,10,Separated,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,37,0,0
Suzy Biasetti,9/25/1967,509-45-4805,7003,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,Black,Female,20,Jamaica,<=50K,56,0,0
Jase Olney,1/7/1955,885-43-1898,50292,Private,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Female,40,Canada,<=50K,68,0,0
Latrena Stow,6/17/1978,747-44-4257,33451,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,15,United-States,<=50K,45,0,0
Florie Haldenby,3/17/1991,797-53-3959,63218,Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,50,United-States,<=50K,32,0,0
Berton Bronot,12/29/1970,313-16-9162,54617,Federal-gov,Bachelors,13,Married-civ-spouse,Tech-support,Husband,Black,Male,40,United-States,>50K,53,7688,0
Tillie Demetr,9/15/1986,561-87-3968,95652,Local-gov,Bachelors,13,Never-married,Adm-clerical,Own-child,Black,Female,27,United-States,<=50K,37,0,0
Gennifer Matysiak,1/8/1971,278-38-6809,92308,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,52,0,0
Suellen Haddrill,12/21/1958,532-30-7903,25398,Private,Some-college,10,Divorced,Tech-support,Own-child,White,Female,40,United-States,<=50K,65,0,0
Fidela Brittin,2/15/1954,404-32-7583,33457,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K,69,0,0
Krystalle Outerbridge,8/22/1956,107-39-7681,47502,Self-emp-not-inc,HS-grad,9,Divorced,Farming-fishing,Unmarried,White,Male,56,United-States,<=50K,67,0,0
Sheilah MacPeice,8/5/1963,518-66-2976,71276,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,40,United-States,<=50K,60,0,0
Lynnette Charlton,2/4/1983,245-77-7245,74027,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,40,0,0
Laurice Wyles,11/15/2008,638-50-1757,36275,Private,HS-grad,9,Separated,Adm-clerical,Other-relative,White,Female,40,United-States,<=50K,15,0,0
Gualterio Fullwood,6/26/1965,316-98-8480,79293,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,27,United-States,<=50K,58,0,0
Theresa Parkyn,10/27/1966,339-47-3351,13991,Private,HS-grad,9,Never-married,Priv-house-serv,Not-in-family,White,Female,60,United-States,<=50K,57,0,0
Antonie Arnason,10/20/1958,694-35-5097,76956,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Mexico,<=50K,65,3137,0
